id,text,Open AI Classfier,GPT Zero (perplexity),GPT Zero (burstiness),DetectGPT (z score),GPT Zero ,DetectGPT,
10575750,"in Columbus, Ohio) is an American blues guitarist, singer, and songwriter. He is best known for his work with the blues rock band The Allman Brothers Band (ABB).

Hill grew up in Columbus and began playing the guitar at an early age. He was a member of the ABB from 1974 to 1986, during which time the group achieved international success. He left the group to pursue a solo career, but has since returned to the band. Hill has also recorded and played with other groups, including The Derek Trucks Band and Gov't Mule. He has released several albums of his own material, as well as contributing to albums by others. Hill has received several awards, including a Grammy Award and a Blues Music Award.",AI,812.909,2636.758,1.805,AI,AI,
673092,"and television production company.

Morgan Creek Entertainment was founded in 1989 by film producers Joel and Ethan Coen, who are also the company's co-CEOs. The company is based in New York City.

Morgan Creek has produced or co-produced films including ""The Big Lebowski"", ""O Brother, Where Art Thou?"", ""No Country for Old Men"", ""The Blind Side"", ""The Help"" and ""Suicide Squad"". The company has also produced television series including ""Breaking Bad"", ""Boardwalk Empire"", ""Downton Abbey"", ""Game of Thrones"" and ""Veep"".",AI,30.2,20.994,1.715,AI,AI,
38881,"[ËˆpÃ¦lermo] or [pÃ¦ËˆlÉ›Ërmo]) is a city in Sicily, Italy, and the capital of the metropolitan area of Palermo. It is the largest city in Sicily, with a population of about 270,000, and is the central city of the Metropolitan City of Palermo, with a population of over 1 million.

Palermo is located in the central-eastern part of the island of Sicily, on the Mediterranean Sea. The city was founded by Phoenicians in 734 BC as Ziz, one of a number of Phoenician settlements in Sicily. The Roman Republic acquired it in 238 BC and renamed it Palermo after its founder, Pallas Athena. The city became an important center of trade and culture under the Byzantine Empire, and later passed through Muslim hands before becoming part of the Kingdom of Sicily in 1071.

Palermo was sacked by Norman mercenaries in 1084 AD and by the Aragonese in 1143 AD. In 1409, King Ladislaus I of Naples gave Palermo to his brother Count Alfonso V of Aragon as part of his dowry.",AI,85.714,234.342,0.878,AI,H,
11257431,"1958) was an English archaeologist and Egyptologist who specialized in the study of Ancient Egyptian tomb paintings. He is best known for his discovery of the Theban tomb of Meryre II, which has been recognized as one of the most significant archaeological finds of the 20th century.

Frederick Vincent Theobald was born on 15 May 1868 in Cheltenham, Gloucestershire, England to Henry James Theobald and Emma (nÃ©e Gunn). He was educated at Cheltenham College and Trinity College, Cambridge where he read archaeology. In 1892 he joined the British School of Archaeology in Egypt under the guidance of Flinders Petrie. Between 1896 and 1899, he undertook excavations at Deir el-Bahri.

In 1899, Theobald was appointed Keeper of the Department of Antiquities at the British Museum, a post he held until his retirement in 1937. During this time he organized and catalogued the Museum's collection of Ancient Egyptian art, making him one of the foremost experts on that subject. He also helped to develop methods for restoring damaged paintings.

Theobald's discoveries include the tomb of Meryre II, which was first",AI,23.583,9.1,1.64,AI,AI,
8710002,"August 8, 2004) was an American musician who was best known as the drummer for the rock band The Beach Boys.

Wemp was born in Los Angeles, California and began playing drums at the age of eight. He served in the United States Army during World War II and played in a military band before joining The Beach Boys in 1952. He remained with the band until his retirement in 1988, playing on over 150 albums. Wemp was also responsible for creating the classic Beach Boys drum beat, known as the ""Wembley beat"".

Wemp was inducted into the Rock and Roll Hall of Fame in 1988 and the Rhythm and Blues Hall of Fame in 1995. He died from cancer at the age of 80.",AI,31,17.395,1.256,AI,AI,
21801020,") is a Mexican poet, playwright, actress, and activist.

Born in Mexico City to a middle-class family, del Consuelo SÃ¡izar showed an early interest in writing and performing. She studied at the Iberoamerican University of Guadalajara, where she met fellow poets and writers such as MartÃ­n Espada, Jorge Volpi and Fernando GonzÃ¡lez. In 1984 she published her first collection of poems, ""Tiempo de Fuego"", which won the Premio Casa de las AmÃ©ricas.

In 1987 she starred in her first play, ""Cuando se suman las estrellas"". The following year she directed her first feature film, ""El patrÃ³n del mal"", which was later adapted into a TV series. Her other notable works include the novels ""Los ojos de la muerte"" (1990), ""Las venas abiertas"" (1994) and ""Donde el viento no sopla"" (2002).

Del Consuelo SÃ¡izar has been involved in various social movements throughout her career, including the feminist movement, which she",AI,115.182,302.544,1.309,AI,AI,
18990526,"fiction magazine, first published in 1954.

Science Fiction Monthly was one of the earliest British science fiction magazines, first published in 1954. The magazine was edited by John Carnell and had a circulation of around 5,000. It featured work by such writers as Poul Anderson, Frederik Pohl and James Blish. The magazine went out of business in 1972.",AI,47.688,21.406,0.963,AI,H,
37874847,"rally event held in Mexico.

The rally was the second round of the 2013 World Rally Championship and ran from 2â€“4 October 2013. The event was based in the municipality of Celaya in the state of Guanajuato.

The rally was won by SÃ©bastien Ogier of France, his second WRC victory of the season, while teammate Jari-Matti Latvala finished second.",AI,27.125,14.583,1.743,AI,AI,
28067298,"financial district of London, England. The street runs east-west and at its eastern end meets Threadneedle Street. The street is within the City of London and part of the London Bridge financial district.

Queen Street was part of a medieval thoroughfare linking the City of London with the suburbs to the east. In the Middle Ages, it formed part of the way between the Tower of London and Westminster Abbey. It became a commercial street in the 17th century, when wealthy merchants built spacious Georgian houses along it. In the 19th century, it became one of the most important streets in London for business, finance and commerce. The name Queen Street was given to it in honour of Queen Victoria in 1837.",AI,32.917,17.074,1.24,AI,AI,
38509024,"American rapper Yung Lean. It was released on March 3, 2019, by Top Dawg Entertainment.

The album has fifteen tracks, including the previously unreleased single ""Dollar Signs"".

The album was announced on February 25, 2019, and was preceded by the release of the singles ""Red Light"" and ""Dollar Signs"".",AI,29.833,19.549,0.988,AI,H,
24876172,"Department of Communication at the University of North Carolina at Chapel Hill. She is also a visiting professor at the University of Amsterdam and a fellow of the Association for Psychological Science.

Daniel has published extensively on topics in communication, media studies, and feminist theory. Her work has focused on issues of identity, representation, and power in media contexts. She is particularly known for her work on the intersections of race and gender in media discourse, as well as her research on the representation of marginalized groups in digital media.

She has been awarded several prestigious awards, including the prestigious A.P.A. Raymond B. Fosdick Award for Career Contributions to Communications Research and the Harry Chapin Award from the National Communication Association.",AI,42.692,55.757,1.355,AI,AI,
33720517,"based in Los Angeles, California. The band was formed in 2006 by singer-songwriter and multi-instrumentalist John Feldmann, and consists of Feldmann, guitarist Logan Mader, bassist Alex Moss, and drummer Brandon Ellis.

Formed in 2006 in Los Angeles, California, Patent Pending is an American rock band led by John Feldmann. The band has released three studio albums to date, including their most recent release, ""Dirty Gold"" (2013). 

The band's sound has been described as ""lo-fi post-punk"", with elements of garage rock, funk and electronica. Their music has been compared to the likes of the Pixies, the Strokes and the White Stripes.",AI,62.364,104.747,1.623,AI,AI,
2201074,"""Mission"") is a type of burrito originating in the Mission district of San Francisco, California. The name references the Mission District's Mexican heritage, as well as its history as a working-class neighborhood.

The Mission burrito has a soft and fluffy interior, with a sturdy and chewy crust. It is typically filled with rice, beans, and either meat or vegetables. Various variations include the addition of chorizo, chicken, or avocado.",AI,67.846,98.382,1.787,AI,AI,
61337542,"of Bad Ischl in the Austrian state of Vorarlberg. It is one of the most important cemeteries in Austria, and one of the most visited tourist destinations in Vorarlberg.

The cemetery was founded in 1778 and covers an area of . The original burial ground consisted of just over 1,000 graves. Today, the cemetery contains over 140,000 graves, making it one of the largest cemeteries in Austria.

The cemetery is particularly well known for its mausoleums, which are among the most elaborate in Austria. The most famous of these is the Mausoleum of Archduke Franz Ferdinand and his wife Sophie, which was destroyed in 1914 as part of the First World War. 

The cemetery is also home to a number of memorials to famous Austrians, including those to Ludwig van Beethoven, Emperor Franz Joseph I and Josef Haydn.",AI,84.267,146.871,1.304,AI,AI,
59429263,"July 29, 1914 â€“ Belgrade, December 2, 1944) was a Serbian painter.

KariÄ‡ was born in Kragujevac on July 29, 1914. He studied at the Academy of Fine Arts in Belgrade under DuÅ¡an MiÅ¡iÄ‡ and Ljuba JovanoviÄ‡. KariÄ‡ died in Belgrade on December 2, 1944. He is best known for his paintings of Serbian villages and rural life.",AI,105.769,280.333,1.479,AI,AI,here
51366526,"road connecting the villages of Lochte and Gate in East Ayrshire, Scotland. The road is known for its frequent accidents, with many people believing it to be one of Scotland's most dangerous roads.

The road was first constructed in the 18th century as a means of transporting coal from Lochte to Gate. Since then, the road has become notorious for its high number of accidents, with many people believing it to be one of Scotland's most dangerous roads. In 2013, the road was featured in an episode of the BBC documentary series Top Gear, which highlighted its dangerous conditions and reported that it was responsible for the deaths of more than 60 people since 2000.",AI,147.4,442.051,1.596,AI,AI,
22084026,") is a former Argentine footballer who played as a defender. He is one of the most capped footballers in the world, with 137 international appearances.

Garibaldi began his career at Argentinos Juniors, making his senior debut in 1987. He went on to play for Barcelona, Roma, Milan, Inter Milan and AtlÃ©tico Madrid, winning a La Liga championship with AtlÃ©tico Madrid in 2003. He was part of the Argentine national team that won the Copa AmÃ©rica in 1995 and the World Cup in 2002. He retired from playing in 2007. Garibaldo has been appointed coach of Independiente since December 2014.

CristÃ³bal Vicente Garibaldi was born on March 14, 1969 in Buenos Aires, Argentina. He started playing football with Argentinos Juniors in 1987 before moving to Barcelona where he made his debut in 1988. Whilst at Barcelona he won La Liga championship in 2003 with AtlÃ©tico Madrid. Garibaldus also played for Roma (Italy), Milan (Italy), Inter Milan (Italy) and AtlÃ©tico Madrid (Spain). Garibaldo has made 137 international appearances for Argentina and scored 2 goals. In 1995 he helped Argentina win",AI,40.5,57.145,1.527,AI,AI,
32234362,"artist who lives and works in Berlin.

KÃ¶ksal's artworks are characterised by their use of appropriated images sourced from mass media, combined with her own idiosyncratic style. She often juxtaposes seemingly unrelated objects or images to create new associations, leading the viewer's gaze in unpredictable directions. Her work has been exhibited in galleries and museums around the world, including the Museum of Modern Art (MoMA), New York; the Centre Pompidou, Paris; and the Victoria and Albert Museum, London.

KÃ¶ksal was born in 1973 in Istanbul, Turkey. She studied at the Academy of Fine Arts in Istanbul before moving to Berlin in 2003.

KÃ¶ksal's work is characterised by its use of appropriated images sourced from mass media, combined with her own idiosyncratic style. She often juxtaposes seemingly unrelated objects or images to create new associations, leading the viewer's gaze in unpredictable directions. Her work has been exhibited in galleries and museums around the world, including the Museum of Modern Art (MoMA), New York; the Centre Pompidou, Paris; and the Victoria and Albert Museum, London.",AI,85.533,216.36,1.286,AI,AI,
16504431,"is a research and teaching hospital in the Faculty of Medicine at the University of Toronto. It was founded in 1916 as the Toronto General Hospital and became known as the Anton Breinl Centre for Public Health in 1978.

The Anton Breinl Centre for Public Health is one of Canada's leading public health institutions. The Centre's research programs focus on infectious diseases, mental health, nutrition, cancer, heart health and public policy. The Centre also offers a range of health services to the community, including family medicine, general surgery, pediatrics, obstetrics/gynecology and geriatric care. In total, the Centre employs 1,100 staff and provides services to more than 400,000 patients annually.",AI,21.125,9.749,1.614,AI,AI,
9883089,"a salt marsh, in the province of A CoruÃ±a, Galicia, in northwestern Spain. The estuary is about long and wide, with a tidal range of .

The RÃ­a de Arousa is extensive and has a variety of habitats: saline lagoons, broad brackish marshes, mudflats, reedbeds and salt flats. These habitats support a variety of bird and plant life. The estuary is also an important breeding area for waterfowl.",AI,80.583,105.855,1.147,H,AI,
19661342,"formal diplomatic relations since the Iranian Revolution in 1979. The two countries have had limited trade links since the late 1970s, but their ties have improved in recent years as Iran has become more open to the world.

Iran and Saudi Arabia share a long border, with both countries having sizeable populations on the other side. Iran and Saudi Arabia are both members of the Arab League and OPEC. They are also close allies of the United States and have a strong military relationship. Iran and Saudi Arabia have had sporadic diplomatic relations since 1979, when Iranian revolutionaries overthrew the monarchy. The two countries have not had formal diplomatic relations since then. However, there has been increased trade between the two countries in recent years as Iran has become more open to the world. In 2006, Saudi Arabia agreed to invest $10 billion in Iranian oilfields, and in January 2007, Iranian President Mahmoud Ahmadinejad visited Saudi Arabia.",AI,29.727,26.42,1.509,AI,AI,
30271121,"is an English retired professional footballer who played as a midfielder. He played in the Football League for Reading, Portsmouth and Sheffield United, before playing in the United States for the New England Revolution in 2004. 

Gage was born in Reading, Berkshire, and started his career at hometown club Reading. He then moved to Portsmouth where he made over 100 appearances before moving on to Sheffield United. After two years with the Blades, he signed for the New England Revolution in 2004, helping them to win the MLS Cup that season. Gage retired from professional football in 2006. He later returned to Reading as a coach.",AI,62.231,52.841,0.682,AI,H,
37399133,"in Myanmar, mainly between the Rohingya Muslim community and the Buddhist majority. The conflict began in 2012 after a series of attacks by Rohingya militants on police and military posts in Rakhine State.

Since then, Myanmar has conducted a military campaign against the Rohingya, which has resulted in human rights violations and forced displacement of over 1 million people. The UN has declared the situation an ""ethnic cleansing"" and called for an end to the violence.",AI,44.4,56.382,1.042,AI,AI,
18447353,"of Economics at MIT. His research focuses on economic theory, game theory, and applied economics.

Claudio Lomnitz was born in Rome, Italy in 1962. He received his B.A. from the University of California at Berkeley in 1984 and his M.A. and Ph.D. from the University of Chicago in 1988 and 1992, respectively.

Lomnitz has been a professor at MIT since 1992. He has been the Campbell Family Professor of Economics since 2007. He is also a fellow of the Econometric Society, the American Academy of Arts and Sciences, and the National Academy of Sciences.

Lomnitz's research focuses on economic theory, game theory, and applied economics. His work has had a significant impact on both academic and industrial circles, with applications in areas such as business strategy, insurance, energy pricing, and telecommunications network design.",AI,33.071,43.18,2.175,AI,AI,
1848016,"eleven tropical cyclones in the Eastern Pacific Ocean. It was first used for the 1926 storm in the Gulf of California. Alberto originated from the Spanish word alberto, meaning ""bright"" or ""shining"".",AI,40.75,52.596,1.505,AI,AI,
38519131,"the surname include: 

1. Wolfgang Esser (born 1940), German mathematician
2. Ursula Esser (born 1953), German author
3. Andreas Esser (born 1975), German footballer",AI,34.625,29.341,1.148,AI,AI,
63423850,"9 February 2003) was an Australian artist who specialized in painting and sculpture.

Kark was born in Perth, Western Australia, the son of a Jewish father and an Irish Catholic mother. He was educated at Perth Modern School and at the University of Western Australia, where he studied art under David Sylvester and John Olsen. Kark first exhibited his work in 1968, when he participated in the Perth Annual Art Exhibition. He moved to Melbourne in 1970, and became associated with the Flinders Lane gallery scene. Kark's paintings typically depict scenes from Australian history or mythology, often using bright colours and bold brushstrokes. His sculptures are often anthropomorphic figures with exaggerated features and often featuring grotesque elements.

Kark died of a heart attack in Melbourne at the age of 60. His work is in the collections of several major museums, including the National Gallery of Victoria and the Art Gallery of South Australia.",AI,48.667,93.841,1.399,AI,AI,
39027650,"is an American professional basketball player who last played for the Canton Charge of the NBA Development League. He played college basketball for the Syracuse Orange, where he was a two-time consensus All-American.

Alexander was drafted by the Charlotte Hornets with the seventh overall pick in the 2000 NBA draft. He has also played for the Milwaukee Bucks, Boston Celtics, Miami Heat, Minnesota Timberwolves, Philadelphia 76ers, Detroit Pistons and Dallas Mavericks. He has won championships with the Heat in 2006 and 2007. Alexander was named to the All-Defensive Second Team in 2006 and 2007.

On July 10, 2013, Alexander signed with the Russian team BC Khimki. In February 2014, Alexander left Khimki and signed with Spanish team CB Gran Canaria. On September 2, 2014, Alexander returned to Khimki.",AI,56.385,60.07,0.512,H,H,
47019776,"terms of population, in the state of Karnataka, India. The city is located on the banks of the river Tungabhadra, about 230 kilometers north of Bangalore. The economy of Hubli-Dharwad is based on agriculture, textiles, and microenterprises.

The city has a population of 1.8 million people. The main occupation is agriculture with crops such as paddy, cotton, groundnut, sugarcane and tobacco being the major products. There is also a small cottage industry engaged in production of textiles and handicrafts. The city has a small but growing industrial sector with production in sectors such as chemicals, pharmaceuticals, automobiles and light engineering. Tourism is also a major contributor to the economy with visitors coming for shopping and sightseeing.",AI,27.9,17.375,1.35,AI,AI,
42637416,", Khatulan, Khuttalan, or Khuttalen) was a small principality in the Southeastern Caucasus located in what is now northern Azerbaijan. The principality was founded in the 9th century by a branch of the ruling Bagratid dynasty of Armenia.

The principality was located at the edge of the principality of Artsakh and its neighbors were the kingdoms of Shirvan and Derbent to the north, the Byzantine Empire to the east, and the Arab Caliphate to the south. The principality was also bordered by various semi-independent polities such as the Principality of Tabriz to the west, and Khanates of Khurasan and Gilan to the south.

Throughout its history, the principality was plagued by numerous invasions and rebellions from its surrounding territories. In 1534, Shah Ismail I of Safavid Persia conquered Khuttal and incorporated it into his newly established Safavid Empire. The principality would remain under Persian rule until 1828 when it was annexed by Russia as part of the Treaty of Turkmenchay. 

Today, little remains of Khuttal other than a few ruins and a small",AI,47.75,53.988,1.385,AI,AI,
35972307,an estrogen with a hydroxyl group at the beginning of the molecule. They are often used as hormones because they have a longer half-life than regular estrogens.,AI,31.929,46.801,1.495,AI,AI,
15755863,"was played from October 10-15, 1953. The Dominican Republic, led by NapoleÃ³n LÃ³pez, won the series for the first time. The Puerto Rico Islanders, led by Roberto Clemente, finished second.

The Caribbean Series is an annual baseball tournament contested between the champions of the Dominican Republic, Puerto Rico, and Venezuela. The tournament has been played since 1949. The Dominican Republic has won the most championships (5), while Venezuela has the second most (3).",AI,69.357,125.788,0.755,AI,H,
1927805,"the novel, The Outsiders. He is the son of wealthy parents and is the most popular student at his upscale private school. Elwin is also the captain of the school's football team.

Elwin is a complex and multi-faceted character who is often criticized for his lack of empathy and empathy for others. He is also known for his quick temper, which results in him being in a lot of fights. Elwin's biggest flaw is that he often takes things too far and doesn't think before he acts.

Despite these flaws, Elwin is a good person at heart. He cares deeply about his friends and family, and will do anything to help them. Elwin also has a strong sense of justice, which often gets him into trouble.",AI,26.455,15.591,1.34,AI,AI,
69457179,"the Malcolm X National Memorial Museum, is a museum in Harlem, New York City, United States commemorating the life and work of Malcolm X. The museum is open to the public Monday through Saturday from 10am to 4pm, and on Sundays from 1pm to 4pm.

The Malcolm X House was designed by architect I.M. Pei and opened in February 1976. The museum was dedicated to the memory of Malcolm X, who was assassinated in 1965. The museum has permanent and traveling exhibits on the life and work of Malcolm X. The collection includes objects from Malcolm X's personal life and career, as well as rare documents and photographs.",AI,24.462,15.371,2.034,AI,AI,
42824315,"in unincorporated Lake County, California. It is located on the northeast side of Lake Forest, south of the city of Lake Forest. The cemetery has a main entrance on the east side of Highway 192, and is bisected by a small road that leads to the cemetery's chapel.

The cemetery was founded in 1876, and is operated by the Lake Forest Cemetery Association. The cemetery has a capacity of 1,500 interments. It is one of Lake County's oldest cemeteries, and contains a number of important graves, including those of noted authors Mark Twain and Willa Cather.",AI,44.143,25.985,1.551,AI,AI,
640232,"voice recognition software products marketed by IBM. ViaVoice was discontinued in October 2016.

IBM ViaVoice was a range of language-specific voice recognition software products marketed by IBM. ViaVoice was discontinued in October 2016. ViaVoice was designed to be easy to use, making it a good choice for users who need to use voice recognition software frequently. ViaVoice supported a variety of languages, including English, French, Spanish, Italian, German, Portuguese, Japanese, and Chinese. ViaVoice also had support for voice commands and macros, making it easy to automate tasks.",AI,24.818,8.376,1.942,AI,AI,
38876059,in the thermal properties of a sample caused by the presence of a substance. This technique is used to identify the presence of a specific molecule or compound in a sample.,AI,47.909,38.94,0.815,AI,H,
1299905,"title which takes its name from the town of Clogher in County Offaly, Ireland. The current bishop is Michael Cleary.

The Bishop of Clogher is an episcopal title which takes its name from the town of Clogher in County Offaly, Ireland. The current bishop is Michael Cleary. The diocese of Clogher was created in 1838 by Pope Gregory XVI with the merger of the dioceses of Kilmore and Clonmacnoise. It covers an area of 1,827 square kilometres and has a population of 33,000. The bishop's residence is located in the town of Clogher.",AI,36.846,28.647,1.21,AI,AI,
2477222,"courtesy name Zhongxian (å¿ ä»™), was a military general and statesman of the Chinese Tang Dynasty who played a key role in the reunification of China in 907 and ultimately helped to establish the first Chinese imperial dynasty, the Song Dynasty.

Born in present-day Hebei province, Li Renfu served as a minor officer in the army of Emperor Shi Zong (r. 899-923) before he was made a general in 902. He distinguished himself in campaigns against the Khitan Empire and captured their capital Hebei in 907. In 909, he was commissioned as the military governor of Hedong Circuit (æ²³æ±, headquartered in modern Tai'an, Shandong). In 911, he was made the military governor of Shaanxi Circuit (é™è¥¿, headquartered in modern Xi'an, Shaanxi). He played an important role in suppressing a major rebellion by a group of generals led by the general Li Yuanhao (æŽå…ƒå¥½) in 915.

In 920, Emperor Shi Zong commissioned him as the military governor of Chang'an Circuit",AI,29.467,23.82,1.599,AI,AI,
5807965,"is a Croatian football coach and former player.

Å egota played as a defender for Hajduk Split, Dinamo Zagreb, and Napoli. He also played for the Croatian national team, winning the 1990 World Cup. After retiring as a player, Å egota became a coach with NK Zagreb and Hajduk Split. He was appointed head coach of the Chinese national team in December 2013.

Å egota was born in Split, Croatia. He started playing football at the age of six with his local club NK Split. In 1978, Å egota signed with Dinamo Zagreb, where he played until 1985. During that time, he won two Croatian First League titles (1981 and 1983) and the 1981â€“82 European Cup Winners' Cup. In 1985, Å egota moved to Napoli, where he remained until 1991. With Napoli, he won the 1987â€“88 Italian Cup and the 1988â€“89 European Cup. In 1991, Å egota returned to Croatia to play for Hajduk Split. He stayed with Hajduk until 1996, winning two Croatian titles (1993 and 1995) and the 1995â€“96",AI,35.545,18.822,1.063,AI,AI,
2810182,"is located in the Queen Maud Mountains. With an elevation of 2,851 meters (9,511 ft), it is the highest peak in the Queen Maud Mountains. The mountain is named after Scottish geologist and mountaineer A. J. Stephenson.

Mount Stephenson is located in the Queen Maud Mountains, which are a subrange of the Ostrobothnia Mountains. The mountain is east of Mount Scopus and north of Mount Hadley. The nearest town is Hays Bay, which is located about 20 kilometers (12 mi) south of the mountain.

The mountain was first sighted by a British expedition under the leadership of James Clark Ross on January 24, 1842. The first ascent was made by members of the British Antarctic Expedition under Robert Falcon Scott on December 14, 1912.",H,39.818,47.904,1.816,AI,AI,
45617557,"a series of experimental motor coaches built by Linke-Hofmann-Busch (LHB) between 1954 and 1962. They were the first prototypes to be built using the then-new monocoque construction technique.

The LHB prototype coaches were designed to test the feasibility of using monocoque construction in local traffic coach design, and to explore the potential benefits of this technology. They were also intended as a stepping stone towards the development of a new generation of local traffic coaches.

The LHB prototype coaches were initially built as two-car sets, and they were later modified to include three cars. All of the LHB prototype coaches were powered by petrol engines, and they had a range of approximately .

The LHB prototype coaches were initially very successful, but they eventually proved to be too expensive to be commercially viable. Consequently, no further examples of LHB prototype cars were ever built.",AI,64.467,103.745,1.117,AI,AI,
3172800,"to raise awareness of the challenges and opportunities faced by international students and to celebrate the contributions they make to their communities and countries. International Students' Day is observed on the first Saturday of October.

International students bring a wealth of cultural experiences, knowledge, and skills to their host countries, and in turn contribute significantly to economic development and social well-being. They are also essential contributors to the academic and cultural life of their universities and colleges.

Despite their many contributions, international students often face significant challenges in their educational experiences, including language barriers, adjustment to a new culture, and insufficient support from their institutions. International Students' Day is an opportunity to raise awareness of these challenges and to celebrate the many contributions of international students.",AI,67.2,169.866,1.635,AI,AI,
39411962,"in the Himalayan state of Sikkim, India. The club folded in 2014.

Rigzhung FC was founded in 2007 by a group of students at the Sikkim State University, with the aim of promoting football in the region. The club played its first competitive match in the Sikkim State League in 2007, finishing third in its division. In 2010, Rigzhung FC won the Sikkim State League title, becoming the first team from Sikkim to ever win a state championship. Rigzhung FC also qualified for the 2010â€“11 I-League, the top-flight football league in India, but finished bottom of its division.

The club folded in 2014 after failing to qualify for the 2014â€“15 I-League season.",H,44.929,36.405,1.197,AI,AI,
3082159,"February 1881 â€“ 12 June 1934) was a Russian mathematician and physicist, who contributed significantly to the theory of symmetry and group theory. He is best known for his work on the mathematical structure of space, time, and matter, as well as his development of the theory of relativity.

Born in Kiev, Ukraine, Eugen Miller spent much of his childhood in the Crimea, where his father was a naval doctor. After completing high school in Kiev in 1898, he enrolled at the University of Kiev to study mathematics. While there, he became interested in physics and decided to switch to that field of study. In 1902 he graduated from the University of Kiev with a degree in physics.

After graduation, Eugen Miller worked as a university lecturer for two years before moving to Germany to continue his studies at the University of Berlin. There he began working on his doctoral dissertation and received his doctorate in 1903. His thesis was on the mathematical structure of space.

After completing his doctorate, Eugen Miller returned to Russia and accepted a position at the University of Saint Petersburg. He remained there for the rest of his life, except for a brief period during World War I when he served in the",H,31.083,17.901,1.698,AI,AI,
63807,"to represent audio and video files. It is a lossy compression format, which means that less data is stored than the original files.",H,19,11.431,1.473,AI,AI,
28202133,"foremost painters of the twentieth century. He was born in County Cork and attended the National College of Art and Design, Dublin (1927â€“30). He then studied at the Royal College of Art, London (1930â€“32), before returning to Ireland and settling in Dublin in 1932. Collins became associated with the Irish National Gallery (now the National Gallery of Ireland) in Dublin, serving as its director from 1962 to 1988. In addition, he was a founder-member of the Dublin Arts Council (1948), a trustee of the National Gallery of Ireland (1960â€“1988), and a member of the Royal Hibernian Academy (founded 1785). Patrick Collins's work is characterised by its lyrical and atmospheric qualities, its use of light and shadow, and its depictions of rural and urban landscapes.",AI,64.417,90.471,1.349,AI,AI,
24465092,Amr ibn al-Jamuh was a companion of the Islamic prophet Muhammad and the first Muslim governor of Al-Mansura. He was also the first Muslim to conquer Constantinople.,AI,102.917,261.785,0.445,AI,H,
14931490,"house of the city of Verona, Italy. It is considered one of the most important and prestigious opera houses in the world. The theatre was built by Giorgio Vasari in 1580 and has been used for operas, ballets, concerts and other performing arts since that time.

The Teatro Filarmonico is located in the heart of the city, on the Piazza Bra in front of the Duomo. The building was originally built as a church, with three aisles and two transepts. In 1686, Pope Innocent X decided to convert it into an opera house, and added an auditorium on the southern side. The original faÃ§ade was modified in the 18th century by Francesco Maria Ricci. The building was damaged during World War II but has since been restored.

The Teatro Filarmonico is one of Verona's most important tourist attractions and is regularly used for concerts, opera and ballet performances. It is also occasionally used for plays and other theatrical events.",AI,83,212.126,0.903,AI,H,
15029649,"Besiso, Besiso) is a town and commune in the Cercle of KaborÃ© in the KÃ©nÃ©dougou Region of western Burkina Faso. The town has a population of 10,506.

The town is the capital of the Bseiso cercle.",,,,,,,
46440968,"â€“ September 8, 1976) was an American mathematician and scientist who worked on the theory of partial differential equations. Cairns is known for his work on the heat equation, the Cauchy problem, and the Eulerâ€“Lagrange equation.

Cairns was born in Syracuse, New York to Scottish parents. He attended Syracuse University, where he received his B.A. in 1912 and his M.A. in 1913. He then moved to Johns Hopkins University, where he received his Ph.D. in 1916 under the supervision of David Hilbert. After completing his doctoral studies, Cairns returned to Syracuse University as a faculty member.

Cairns's early work focused on the theory of partial differential equations, specifically those involving fluid flow. In particular, he developed a technique known as the Cauchy problem that allows engineers to solve problems involving complicated fluids flow patterns in almost exact fashion. This technique is still in use today and is one of the most commonly used methods for solving problems involving fluids flow.

Cairns's later work involved developing a theory of heat transfer that is still used today by engineers. His work on this topic led him to develop a method",,,,,,,
53019525,"born 1 January 1956) is a Pakistani politician who has been a Member of the National Assembly of Pakistan since August 2018.

Awan was born on 1 January 1956 in Faisalabad, Punjab. He received his education from the Government College Faisalabad.

Awan has worked as an administrator and journalist. He served as the editor of the ""Jang"" newspaper from 1989 to 1997. He also served as the provincial president of the Pakistan Muslim League (N) from 2002 to 2007.

Awan was elected to the Provincial Assembly of the Punjab as a candidate of the Pakistan Muslim League (N) from Constituency PP-247 (Faisalabad-III) in Pakistani general election, 2008. He was re-elected to the Provincial Assembly of the Punjab as a candidate of the Pakistan Muslim League (N) from Constituency PP-247 (Faisalabad-III) in Pakistani general election, 2013.",,,,,,,
1562858,"19, 2002) was an American civil rights activist and a naturalized Japanese citizen who helped lead the American Civil Rights Movement. He was convicted of violating the United States' discriminatory laws against Japanese Americans during World War II and served eight years in federal prison. Korematsu's case helped to spur the Civil Rights Movement and led to the repeal of the Japanese American internment camps.

Fred Korematsu was born in Oakland, California, on January 30, 1919. He was one of six children of Toyosaburo Korematsu and his wife, Kei. His father was a Japanese immigrant who had emigrated to the United States in 1885. Fred's mother was of half-Japanese and half-white ancestry.

Korematsu attended Lincoln High School in Oakland. He became interested in politics at an early age and joined the youth branch of the Japanese American Citizens League (JACL). In 1942, he graduated from UC Berkeley with a bachelor's degree in political science.

In 1942, Korematsu enlisted in the United States Army Air Forces as an aviation cadet. He completed pilot training and served with distinction as a fighter pilot during World War II. After the",,,,,,,
11519980,"used in the sport of hockey. The most common is the standard athletic tape, which is made of a soft cloth and is used to wrap around the wrists and hands. However, hockey tape can also be made of a harder material, such as rubber, and is used to secure objects on the ice, such as pucks.",,,,,,,
